0,11.7,1.1,12.5,0,1,0,0
0,12.8,3.3,7.6,0,1,0,0
0,6.7,3.9,22.8,0,1,0,0
0,7.2,3.9,17.4,0,1,0,0
0,13.9,3.9,17.9,0,1,0,0
0,11.1,1.1,14.8,0,1,0,0
0,6.7,-1.1,11.6,0,1,0,0
8,2.8,-2.8,13.9,0,1,0,0
0,5,-4.4,9.8,0,1,0,0
0,9.4,-1.1,8.9,0,1,0,0
0,7.8,2.2,12.5,0,1,0,0
0,6.1,2.8,21.9,0,1,0,0
0,8.3,3.3,7.6,0,1,0,0
0,6.1,3.3,9.4,0,1,0,0
0,9.4,2.8,10.3,0,1,0,0
0,12.8,2.8,9.4,0,1,0,0
0,12.2,3.3,11.2,0,1,0,0
0,17.8,5,7.6,0,1,0,0
0,12.2,8.3,9.4,0,1,0,0
0,12.2,6.1,9.8,0,1,0,0
0,7.2,5,9.4,0,1,0,0
0,25.6,7.2,13,0,1,0,0
0,16.7,8.9,7.2,0,1,0,0
0,11.7,6.7,8.9,0,1,0,0
0,14.4,6.1,9.8,0,1,0,0
0,22.8,10.6,12.5,0,1,0,0
0,19.4,7.8,13,0,1,0,0
0,20,8.9,7.6,0,1,0,0
0,16.1,8.3,10.3,0,1,0,0
0,11.1,6.7,8,0,1,0,0
0,12.2,3.3,12.5,0,1,0,0
0,12.8,1.1,9.4,0,1,0,0
0,17.8,7.2,6.7,0,1,0,0
0,20,11.1,7.6,0,1,0,0
0,30,11.7,9.8,0,1,0,0
0,26.7,15,8,0,1,0,0
0,30.6,11.1,14.3,0,1,0,0
0,12.8,8.3,12.5,0,1,0,0
0,17.2,8.3,12.5,0,1,0,0
0,22.8,7.2,8.9,0,1,0,0
0,17.8,9.4,10.7,0,1,0,0
0,18.9,6.7,8,0,1,0,0
0,25.6,9.4,8.9,0,1,0,0
0,30.6,17.2,8.9,0,1,0,0
0,32.2,18.9,8,0,1,0,0
0,32.2,20,8,0,1,0,0
0,33.3,21.7,8.9,0,1,0,0
0,26.1,15.6,11.2,0,1,0,0
0,17.8,9.4,13,0,1,0,0
0,17.2,6.1,8,0,1,0,0
0,18.9,8.3,9.4,0,1,0,0
0,24.4,11.1,5.4,0,1,0,0
0,27.8,15.6,7.6,0,1,0,0
0,30,17.2,8,0,1,0,0
0,30,14.4,11.2,0,1,0,0
0,20.6,12.2,13.4,0,1,0,0
0,20.6,10,11.2,0,1,0,0
0,22.8,10,13.4,0,1,0,0
0,16.7,11.7,12.5,0,1,0,0
0,17.2,11.7,7.2,0,1,0,0
0,15.6,11.7,7.6,0,1,0,0
0,26.7,15,9.8,0,1,0,0
0,17.8,12.2,9.4,0,1,0,0
0,13.9,11.7,9.8,0,1,0,0
0,15,12.8,13.9,0,1,0,0
0,15.6,12.8,11.2,0,1,0,0
0,18.9,12.8,11.6,0,1,0,0
0,13.9,11.7,15.6,0,1,0,0
0,17.8,11.7,9.4,0,1,0,0
0,21.1,13.9,11.6,0,1,0,0
0,22.2,13.9,10.7,0,1,0,0
0,23.9,14.4,11.2,0,1,0,0
0,18.3,12.2,13.4,0,1,0,0
0,20.6,10,11.6,0,1,0,0
0,20,10,9.4,0,0,1,0
0,22.2,14.4,9.8,0,0,1,0
0,22.8,15.6,12.5,0,0,1,0
0,23.3,13.3,8,0,0,1,0
0,24.4,15,8,0,0,1,0
0,23.9,18.3,8,0,0,1,0
0,25,16.1,7.6,0,0,1,0
0,26.7,16.7,9.4,0,0,1,0
0,26.7,16.1,8,0,0,1,0
0,26.7,16.7,8,0,0,1,0
0,27.2,17.8,16.5,0,0,1,0
0,28.3,17.8,6.7,0,0,1,0
0,26.1,20.6,7.6,0,0,1,0
0,28.3,20,6.3,0,0,1,0
0,28.3,21.1,7.2,0,0,1,0
0,28.3,21.1,5.4,0,0,1,0
0,25,18.3,13,0,0,1,0
0,28.9,19.4,6.7,0,0,1,0
0,30,21.1,9.4,0,0,1,0
0,31.1,20.6,11.6,0,0,1,0
0,22.8,19.4,9.4,0,0,1,0
0,26.1,19.4,11.2,0,0,1,0
0,25,20.6,9.8,0,0,1,0
0,23.9,17.8,6.3,0,0,1,0
0,27.8,18.3,7.2,0,0,1,0
0,31.1,20,6.7,0,0,1,0
0,31.7,22.8,9.8,0,0,1,0
0,32.8,23.9,9.8,0,0,1,0
0,27.8,23.3,8,0,0,1,0
0,32.8,23.9,10.7,0,0,1,0
0,30.6,16.7,5.8,0,0,1,0
0,22.8,13.3,9.8,0,0,1,0
0,24.4,14.4,9.8,0,0,1,0
0,26.1,18.9,8,0,0,1,0
0,28.3,19.4,11.2,0,0,1,0
0,22.2,16.1,10.7,0,0,1,0
0,26.1,16.7,8,0,0,1,0
0,22.8,17.8,8,0,0,1,0
0,30.6,20.6,6.7,0,0,1,0
0,30.6,22.2,10.3,0,0,1,0
0,27.2,19.4,10.3,0,0,1,0
0,25.6,17.8,10.3,0,0,1,0
0,25,16.7,7.2,0,0,1,0
0,26.1,17.2,9.8,0,0,1,0
0,27.2,17.2,8,0,0,1,0
0,29.4,18.9,5.8,0,0,1,0
0,29.4,20.6,7.6,0,0,1,0
0,26.7,20,9.4,0,0,1,0
0,24.4,18.3,10.7,0,0,1,0
0,26.7,17.2,10.7,0,0,1,0
0,29.4,18.9,7.2,0,0,1,0
0,28.9,19.4,8,0,0,1,0
0,31.1,20.6,9.4,0,0,1,0
0,33.3,23.3,0,0,0,1,0
0,34.4,25,9.4,0,0,1,0
0,25.6,18.9,12.5,0,0,1,0
0,24.4,16.7,11.2,0,0,1,0
0,26.7,17.2,8.9,0,0,1,0
0,25,18.9,8,0,0,1,0
0,24.4,17.2,13.9,0,0,1,0
0,28.9,17.2,8,0,0,1,0
0,32.2,20.6,6.7,0,0,1,0
0,33.3,21.7,9.8,0,0,1,0
0,29.4,22.8,9.8,0,0,1,0
0,29.4,22.2,7.2,0,0,1,0
0,32.2,21.1,7.2,0,0,1,0
0,34.4,23.9,6.7,0,0,1,0
0,37.2,25.6,8.9,0,0,1,0
0,37.2,26.1,7.6,0,0,1,0
0,39.4,27.8,9.4,0,0,1,0
0,36.1,23.9,13.9,0,0,1,0
0,25,20.6,7.6,0,0,1,0
0,24.4,22.2,7.2,0,0,1,0
0,28.9,22.2,9.4,0,0,1,0
0,28.9,18.9,10.7,0,0,1,0
0,28.3,19.4,5.4,0,0,1,0
0,29.4,19.4,9.8,0,0,1,0
0,30,22.8,9.8,0,0,1,0
0,29.4,21.1,7.6,0,0,1,0
0,28.9,22.2,6.3,0,0,1,0
0,29.4,22.2,10.3,0,0,1,0
0,28.9,21.7,7.2,0,0,1,0
0,31.1,20,7.6,0,0,1,0
0,28.3,20,6.7,0,0,1,0
0,28.3,19.4,9.4,0,0,1,0
0,26.1,18.3,7.2,0,0,1,0
0,27.2,17.2,9.8,0,0,1,0
0,30.6,21.7,9.4,0,0,1,0
0,30.6,21.7,13.4,0,0,1,0
0,29.4,19.4,6.7,0,0,1,0
0,26.7,20,9.4,0,0,1,0
0,28.3,22.8,9.4,0,0,1,0
0,27.2,17.8,9.4,0,0,0,1
0,23.9,14.4,9.4,0,0,0,1
0,26.1,16.1,7.6,0,0,0,1
0,25.6,18.9,7.2,0,0,0,1
0,25,17.8,10.3,0,0,0,1
0,26.7,15,5.8,0,0,0,1
0,29.4,18.3,8,0,0,0,1
0,28.3,18.9,9.8,0,0,0,1
0,28.3,20.6,8.9,0,0,0,1
0,30,20,10.3,0,0,0,1
0,27.2,17.2,7.2,0,0,0,1
0,26.1,15.6,7.6,0,0,0,1
0,29.4,17.8,10.3,0,0,0,1
0,20,11.7,12.5,0,0,0,1
0,20,11.7,9.4,0,0,0,1
0,22.2,11.7,7.2,0,0,0,1
0,25,13.3,5.4,0,0,0,1
0,25.6,15,5.8,0,0,0,1
0,25.6,16.1,8.9,0,0,0,1
0,22.2,17.8,12.5,0,0,0,1
0,23.9,17.8,9.8,0,0,0,1
0,26.1,18.9,6.3,0,0,0,1
0,25.6,17.2,5.8,0,0,0,1
0,23.9,19.4,11.2,0,0,0,1
0,22.2,13.9,14.3,0,0,0,1
0,17.8,10,9.4,0,0,0,1
0,18.9,11.7,8.9,0,0,0,1
0,19.4,10,8.9,0,0,0,1
0,17.8,11.7,14.3,0,0,0,1
0,12.8,10,14.3,0,0,0,1
0,14.4,8.9,14.3,0,0,0,1
0,23.3,10.6,7.2,0,0,0,1
0,27.2,16.1,10.3,0,0,0,1
0,27.2,17.2,8,0,0,0,1
0,26.1,17.2,9.8,0,0,0,1
0,21.1,11.1,14.3,0,0,0,1
0,13.3,6.7,13.4,0,0,0,1
0,11.7,3.9,9.8,0,0,0,1
0,15.6,4.4,7.6,0,0,0,1
0,19.4,8.9,7.2,0,0,0,1
0,22.8,13.3,8.9,0,0,0,1
0,23.9,15,6.7,0,0,0,1
0,24.4,15.6,6.7,0,0,0,1
0,18.9,14.4,9.4,0,0,0,1
0,21.1,12.8,11.2,0,0,0,1
0,20,10,12.5,0,0,0,1
0,14.4,8.3,14.3,0,0,0,1
0,13.3,5.6,10.7,0,0,0,1
0,17.2,7.2,9.8,0,0,0,1
0,21.1,11.7,7.2,0,0,0,1
0,22.2,13.3,10.3,0,0,0,1
0,22.2,14.4,6.7,0,0,0,1
0,19.4,12.8,11.2,0,0,0,1
0,26.1,17.8,7.6,0,0,0,1
0,23.9,13.9,15.6,0,0,0,1
0,14.4,6.1,13.4,0,0,0,1
0,11.1,5.6,11.6,0,0,0,1
0,10.6,3.3,9.8,0,0,0,1
0,13.9,2.8,7.2,0,0,0,1
0,16.1,8.3,9.4,0,0,0,1
0,14.4,5,9.4,0,0,0,1
0,20,11.1,10.3,0,0,0,1
0,23.9,13.9,11.2,0,0,0,1
0,20.6,11.7,9.8,0,0,0,1
0,16.1,8.9,10.3,0,0,0,1
0,10,6.7,17.4,0,0,0,1
0,12.8,5.6,10.7,0,0,0,1
0,17.8,8.3,13.9,0,0,0,1
0,14.4,5,9.8,0,0,0,1
0,13.3,5.6,17.4,0,0,0,1
0,15.6,6.1,9.8,0,0,0,1
0,11.7,2.8,11.6,0,0,0,1
0,9.4,1.1,13,0,0,0,1
0,11.7,2.8,7.6,0,0,0,1
0,15.6,5.6,10.7,0,0,0,1
0,19.4,10.6,8.9,0,0,0,1
0,21.7,11.7,8.9,0,0,0,1
0,11.7,6.1,11.6,0,0,0,1
0,14.4,6.1,8,0,0,0,1
0,16.1,7.2,9.8,0,0,0,1
0,15,3.3,12.5,0,0,0,1
0,7.8,1.1,7.6,0,0,0,1
0,12.8,3.3,7.2,0,0,0,1
0,14.4,6.7,7.6,0,0,0,1
0,16.1,10,9.4,0,0,0,1
0,18.9,13.3,10.3,0,0,0,1
0,16.7,10.6,7.2,0,0,0,1
0,13.9,7.8,8.9,0,0,0,1
0,18.3,11.7,11.2,0,0,0,1
0,13.9,8.3,10.7,0,0,0,1
0,19.4,13.3,9.4,0,0,0,1
0,20.6,11.1,9.8,1,0,0,0
0,11.7,7.8,6.3,1,0,0,0
0,13.3,6.1,8.9,1,0,0,0
0,17.8,8.3,7.6,1,0,0,0
0,21.1,12.8,8.9,1,0,0,0
0,21.7,14.4,9.4,1,0,0,0
0,16.1,8.9,8.9,1,0,0,0
0,8.9,3.3,13,1,0,0,0
0,5,2.2,13.4,1,0,0,0
0,9.4,1.1,6.3,1,0,0,0
0,12.8,6.7,7.6,1,0,0,0
0,8.3,4.4,11.2,1,0,0,0
0,12.2,7.2,7.6,1,0,0,0
0,17.2,11.7,11.2,1,0,0,0
0,17.2,1.7,16.5,1,0,0,0
0,5.6,0,9.8,1,0,0,0
0,10.6,3.9,8.9,1,0,0,0
0,14.4,6.1,15.6,1,0,0,0
0,10,5.6,10.3,1,0,0,0
0,8.9,2.8,14.8,1,0,0,0
0,5,1.1,15.6,1,0,0,0
0,6.1,-0.6,10.7,1,0,0,0
0,9.4,0.6,8,1,0,0,0
0,10.6,1.1,10.7,1,0,0,0
0,3.3,-1.1,9.8,1,0,0,0
0,3.3,-1.7,7.6,1,0,0,0
0,1.1,-3.3,11.6,1,0,0,0
0,5,-3.3,12.5,1,0,0,0
0,4.4,-1.7,10.3,1,0,0,0
0,0,-5.6,13,1,0,0,0
0,-0.6,-6.7,10.7,1,0,0,0
0,1.7,-6.1,11.2,1,0,0,0
0,2.8,-5,10.7,1,0,0,0
0,1.7,-3.3,7.2,1,0,0,0
0,3.9,-1.7,11.2,1,0,0,0
0,6.1,0,9.4,1,0,0,0
0,5.6,1.1,17,1,0,0,0
13,2.8,-3.3,11.6,1,0,0,0
0,1.7,-5.6,11.2,1,0,0,0
0,5.6,-0.6,11.2,1,0,0,0
0,11.1,4.4,10.7,1,0,0,0
0,9.4,4.4,13.4,1,0,0,0
0,7.8,3.9,11.6,1,0,0,0
0,6.7,2.8,17.4,1,0,0,0
0,6.7,1.1,10.7,1,0,0,0
0,10,2.2,11.6,1,0,0,0
0,5.6,2.2,13,1,0,0,0
0,8.3,1.7,11.2,1,0,0,0
0,3.3,-1.7,13,1,0,0,0
76,-0.6,-3.3,10.7,1,0,0,0
0,3.9,-3.9,8.9,1,0,0,0
0,4.4,0.6,10.7,1,0,0,0
0,8.3,2.8,9.4,1,0,0,0
0,8.9,5.6,15.6,1,0,0,0
0,10,7.2,9.8,1,0,0,0
0,8.3,3.9,11.6,1,0,0,0
0,13.3,2.8,10.3,1,0,0,0
0,16.7,5,9.4,1,0,0,0
0,15.6,7.8,8,1,0,0,0
0,20.6,10,10.7,1,0,0,0
0,16.1,5,10.7,1,0,0,0
0,5,2.2,11.2,1,0,0,0
0,12.8,3.3,15.6,1,0,0,0
0,4.4,-1.7,16.1,1,0,0,0
0,6.1,-0.6,10.3,1,0,0,0
0,6.1,-3.9,13.9,1,0,0,0
0,0.6,-7.2,17,1,0,0,0
0,6.1,-1.1,9.4,1,0,0,0
0,7.8,2.8,8,1,0,0,0
0,11.7,2.8,8,1,0,0,0
0,8.3,2.2,11.2,1,0,0,0
0,12.8,3.3,10.7,1,0,0,0
0,12.8,-4.4,16.1,1,0,0,0
0,7.2,-5,13.9,1,0,0,0
0,5.6,-5,13,1,0,0,0
0,3.9,-6.1,10.3,1,0,0,0
0,10,0,12.5,1,0,0,0
0,13.3,6.7,8,1,0,0,0
0,9.4,1.1,13,1,0,0,0
0,7.2,-1.1,10.7,1,0,0,0
0,11.7,-0.6,6.3,1,0,0,0
0,12.2,7.2,7.2,1,0,0,0
0,17.2,10,9.8,1,0,0,0
0,10.6,6.1,10.3,1,0,0,0
0,7.8,1.1,7.6,1,0,0,0
0,8.3,-0.6,5.4,1,0,0,0
0,11.1,3.3,0,1,0,0,0
0,14.4,5.6,0,1,0,0,0
0,10,-1.7,0,1,0,0,0
0,4.4,-3.3,0,1,0,0,0
0,8.3,-2.2,6.7,0,1,0,0
0,9.4,2.2,0,0,1,0,0
0,16.1,7.2,0,0,1,0,0
0,7.2,-3.9,0,0,1,0,0
0,1.7,-7.2,0,0,1,0,0
0,15,0.6,13,0,1,0,0
0,18.3,6.7,10.7,0,1,0,0
0,10.6,5,9.8,0,1,0,0
0,18.3,6.1,0,0,1,0,0
0,15,-1.1,19.7,0,1,0,0
0,5,-2.8,11.6,0,1,0,0
0,11.1,2.2,0,0,1,0,0
0,7.2,4.4,10.3,0,1,0,0
0,19.4,6.1,8,0,1,0,0
0,16.1,8.9,11.2,0,1,0,0
0,17.8,2.8,12.5,0,1,0,0
0,5,-1.1,14.8,0,1,0,0
0,3.9,0.6,10.3,0,1,0,0
0,8.9,2.2,0,0,1,0,0
0,6.1,3.3,11.2,0,1,0,0
0,13.3,-1.7,17,0,1,0,0
0,0.6,-5.6,20.1,0,1,0,0
0,8.9,-3.3,16.1,0,1,0,0
0,12.8,3.3,10.3,0,1,0,0
0,10,2.2,0,0,1,0,0
0,6.7,3.3,16.1,0,1,0,0
0,11.7,3.3,11.6,0,1,0,0
0,13.3,1.7,7.6,0,1,0,0
0,14.4,6.7,0,0,1,0,0
0,22.2,9.4,12.5,0,1,0,0
0,16.1,8.3,7.2,0,1,0,0
0,15.6,7.2,13.9,0,1,0,0
0,13.3,3.9,11.6,0,1,0,0
0,25,5.6,17,0,1,0,0
0,10.6,2.8,12.5,0,1,0,0
0,7.2,0,8.9,0,1,0,0
0,8.3,-0.6,13.4,0,1,0,0
0,8.9,-1.1,9.4,0,1,0,0
0,15,5,9.8,0,1,0,0
0,24.4,11.1,13.4,0,1,0,0
0,19.4,8.9,11.2,0,1,0,0
0,15.6,7.8,10.3,0,1,0,0
0,13.9,6.7,6.7,0,1,0,0
0,22.8,12.8,9.4,0,1,0,0
0,23.9,13.3,8.9,0,1,0,0
0,27.8,15,10.3,0,1,0,0
0,33.3,20.6,7.2,0,1,0,0
0,35.6,23.3,8,0,1,0,0
0,32.8,24.4,9.4,0,1,0,0
0,31.7,17.2,21,0,1,0,0
0,20,12.8,7.2,0,1,0,0
0,13.9,9.4,8.9,0,1,0,0
0,12.8,5.6,10.7,0,1,0,0
0,13.3,3.9,10.7,0,1,0,0
0,16.7,4.4,9.4,0,1,0,0
0,11.1,6.1,12.5,0,1,0,0
0,15.6,5.6,12.5,0,1,0,0
0,17.8,4.4,7.6,0,1,0,0
0,13.3,8.9,10.7,0,1,0,0
0,12.2,6.1,12.5,0,1,0,0
0,15.6,5,10.3,0,1,0,0
0,20,6.7,9.8,0,1,0,0
0,14.4,8.9,11.6,0,1,0,0
0,16.1,8.9,17.9,0,1,0,0
0,20,7.8,8.9,0,1,0,0
0,21.7,10.6,9.4,0,1,0,0
0,23.9,11.7,8.9,0,1,0,0
0,26.7,13.9,7.6,0,1,0,0
0,22.2,12.8,9.8,0,1,0,0
0,13.3,9.4,7.2,0,1,0,0
0,23.9,12.2,12.5,0,1,0,0
0,21.7,11.1,10.7,0,1,0,0
0,15,11.1,9.8,0,1,0,0
0,11.7,9.4,16.1,0,1,0,0
0,16.7,8.9,19.7,0,1,0,0
0,20,8.9,16.5,0,1,0,0
0,26.7,12.2,11.6,0,1,0,0
0,26.1,12.8,11.2,0,1,0,0
0,12.8,6.1,17,0,1,0,0
0,15,5,8.9,0,1,0,0
0,14.4,6.1,8.9,0,1,0,0
0,16.7,5.6,7.2,0,1,0,0
0,20,7.8,8.9,0,1,0,0
0,23.3,10,7.6,0,1,0,0
0,28.3,13.3,9.8,0,1,0,0
0,21.7,13.3,9.4,0,1,0,0
0,20.6,13.3,7.2,0,1,0,0
0,25,15,6.7,0,1,0,0
0,24.4,17.8,7.2,0,1,0,0
0,25.6,17.8,8.9,0,1,0,0
0,26.1,16.7,8,0,1,0,0
0,30,18.3,11.2,0,1,0,0
0,29.4,17.8,10.3,0,0,1,0
0,25.6,16.7,13,0,0,1,0
0,23.3,13.3,7.6,0,0,1,0
0,22.2,15.6,9.8,0,0,1,0
0,29.4,18.3,8.9,0,0,1,0
0,25.6,14.4,15.6,0,0,1,0
0,20,13.3,15.6,0,0,1,0
0,21.7,11.7,7.2,0,0,1,0
0,28.3,13.3,7.2,0,0,1,0
0,26.7,18.3,7.6,0,0,1,0
0,31.7,17.8,10.3,0,0,1,0
0,29.4,15.6,13,0,0,1,0
0,18.9,13.9,9.4,0,0,1,0
0,17.2,13.3,11.2,0,0,1,0
0,17.2,12.8,10.7,0,0,1,0
0,24.4,15,13,0,0,1,0
0,25,15,14.3,0,0,1,0
0,25.6,14.4,8,0,0,1,0
0,26.1,16.7,6.3,0,0,1,0
0,27.2,17.2,7.2,0,0,1,0
0,27.2,18.3,7.2,0,0,1,0
0,30.6,19.4,8.9,0,0,1,0
0,30.6,21.1,8.9,0,0,1,0
0,31.1,23.9,4.5,0,0,1,0
0,28.3,23.3,7.6,0,0,1,0
0,33.3,23.9,8.9,0,0,1,0
0,31.7,21.1,10.7,0,0,1,0
0,28.9,21.1,8.9,0,0,1,0
0,29.4,20.6,9.4,0,0,1,0
0,30.6,21.1,9.4,0,0,1,0
0,30.6,22.2,8,0,0,1,0
0,35,23.9,8,0,0,1,0
0,35,27.8,7.2,0,0,1,0
0,35.6,27.2,9.4,0,0,1,0
0,30,20.6,10.7,0,0,1,0
0,27.8,18.9,9.8,0,0,1,0
0,30.6,20,7.6,0,0,1,0
0,32.2,21.1,7.2,0,0,1,0
0,34.4,23.3,16.1,0,0,1,0
0,28.3,20,9.8,0,0,1,0
0,25.6,16.1,11.2,0,0,1,0
0,27.2,16.7,9.4,0,0,1,0
0,27.8,18.3,8,0,0,1,0
0,27.8,21.1,6.3,0,0,1,0
0,33.3,20.6,8.9,0,0,1,0
0,31.1,21.1,9.8,0,0,1,0
0,31.7,20,6.7,0,0,1,0
0,35,26.1,9.8,0,0,1,0
0,31.7,21.1,13.9,0,0,1,0
0,29.4,20.6,9.4,0,0,1,0
0,27.2,21.7,8.9,0,0,1,0
0,32.8,21.7,9.8,0,0,1,0
0,34.4,22.2,13,0,0,1,0
0,26.7,19.4,13.4,0,0,1,0
0,25.6,17.8,9.4,0,0,1,0
0,21.7,17.8,8,0,0,1,0
0,23.9,18.9,5.4,0,0,1,0
0,28.9,21.7,7.2,0,0,1,0
0,35.6,26.1,7.6,0,0,1,0
0,35,26.7,10.3,0,0,1,0
0,35,23.3,7.6,0,0,1,0
0,35.6,24.4,7.2,0,0,1,0
0,36.1,21.1,13,0,0,1,0
0,32.2,21.1,6.3,0,0,1,0
0,33.3,25,7.2,0,0,1,0
0,32.8,25.6,7.6,0,0,1,0
0,26.7,18.3,13.4,0,0,1,0
0,26.7,16.1,11.2,0,0,1,0
0,27.8,17.8,8.9,0,0,1,0
0,29.4,18.9,9.4,0,0,1,0
0,31.7,20,8.9,0,0,1,0
0,33.3,21.1,8.9,0,0,1,0
0,35.6,22.8,7.2,0,0,1,0
0,36.7,26.7,9.4,0,0,1,0
0,35,25.6,9.8,0,0,1,0
0,33.3,23.9,9.8,0,0,1,0
0,33.9,23.3,10.3,0,0,1,0
0,34.4,23.3,9.4,0,0,1,0
0,34.4,25.6,8.9,0,0,1,0
0,34.4,23.9,9.4,0,0,1,0
0,27.8,18.9,9.8,0,0,1,0
0,28.9,20,7.6,0,0,1,0
0,29.4,20.6,8.9,0,0,1,0
0,23.9,20.6,7.6,0,0,1,0
0,22.2,18.9,6.7,0,0,1,0
0,28.9,17.2,5.8,0,0,1,0
0,28.3,19.4,5.4,0,0,1,0
0,29.4,19.4,7.2,0,0,1,0
0,24.4,17.2,13,0,0,1,0
0,18.3,15.6,12.5,0,0,1,0
0,22.2,15.6,6.7,0,0,1,0
0,22.2,17.2,13,0,0,1,0
0,18.3,15,11.2,0,0,0,1
0,20,16.1,10.3,0,0,0,1
0,27.8,17.2,7.2,0,0,0,1
0,30.6,21.7,8.9,0,0,0,1
0,26.7,18.3,8.9,0,0,0,1
0,25.6,14.4,7.6,0,0,0,1
0,28.9,16.1,6.7,0,0,0,1
0,28.9,17.2,5.8,0,0,0,1
0,32.8,18.3,5.4,0,0,0,1
0,32.2,22.2,6.3,0,0,0,1
0,25,16.7,20.6,0,0,0,1
0,22.8,12.8,8.9,0,0,0,1
0,28.3,16.1,10.3,0,0,0,1
0,27.2,18.9,9.8,0,0,0,1
0,26.1,21.1,9.4,0,0,0,1
0,27.2,18.9,8,0,0,0,1
0,26.1,16.7,7.2,0,0,0,1
0,25.6,16.7,6.3,0,0,0,1
0,25.6,16.7,7.2,0,0,0,1
0,26.1,18.9,8.9,0,0,0,1
0,27.8,20.6,9.4,0,0,0,1
0,27.2,21.7,8,0,0,0,1
0,23.9,17.2,9.8,0,0,0,1
0,24.4,14.4,7.6,0,0,0,1
0,22.2,15.6,9.8,0,0,0,1
0,18.9,13.3,8.9,0,0,0,1
0,24.4,13.3,13.9,0,0,0,1
0,23.3,15.6,10.7,0,0,0,1
0,20.6,12.2,8.9,0,0,0,1
0,22.2,13.9,8,0,0,0,1
0,25.6,16.1,8,0,0,0,1
0,28.9,18.9,7.6,0,0,0,1
0,27.2,16.1,9.8,0,0,0,1
0,22.2,15,9.8,0,0,0,1
0,27.8,16.1,11.2,0,0,0,1
0,19.4,13.3,9.4,0,0,0,1
0,24.4,13.9,8.9,0,0,0,1
0,16.1,10,9.8,0,0,0,1
0,17.8,10,7.6,0,0,0,1
0,17.2,12.8,7.2,0,0,0,1
0,16.7,12.2,13,0,0,0,1
0,16.7,13.3,11.2,0,0,0,1
0,16.1,12.8,11.2,0,0,0,1
0,13.9,6.7,8.9,0,0,0,1
0,13.9,5,8.9,0,0,0,1
0,15.6,9.4,15.6,0,0,0,1
0,15.6,8.3,9.8,0,0,0,1
0,13.9,7.2,7.2,0,0,0,1
0,16.7,9.4,11.6,0,0,0,1
0,15,9.4,7.6,0,0,0,1
0,13.3,7.8,7.6,0,0,0,1
0,13.3,4.4,6.7,0,0,0,1
0,12.2,5,10.7,0,0,0,1
0,9.4,2.2,6.7,0,0,0,1
0,10,7.2,7.6,0,0,0,1
0,14.4,8.9,12.5,0,0,0,1
0,15.6,7.8,8.9,0,0,0,1
0,11.7,5.6,7.2,0,0,0,1
0,7.8,3.3,9.8,0,0,0,1
0,6.7,2.8,10.7,0,0,0,1
0,10,2.8,9.4,0,0,0,1
0,11.7,2.8,14.3,0,0,0,1
0,7.2,1.1,8,0,0,0,1
0,8.9,2.2,8,0,0,0,1
0,10.6,5,10.3,0,0,0,1
0,10,3.9,8.9,0,0,0,1
0,10,6.1,15.6,0,0,0,1
0,8.3,2.8,14.8,0,0,0,1
0,15,3.9,11.6,0,0,0,1
0,16.7,8.3,8.9,0,0,0,1
0,20,13.3,7.6,0,0,0,1
0,20,15.6,10.3,0,0,0,1
0,16.1,9.4,11.2,0,0,0,1
0,10,6.1,8.9,0,0,0,1
0,13.3,4.4,9.8,0,0,0,1
0,16.1,8.9,7.6,0,0,0,1
0,12.2,3.3,17.9,0,0,0,1
0,6.1,3.3,15.6,0,0,0,1
0,8.3,3.3,16.1,0,0,0,1
0,10,2.8,9.4,0,0,0,1
0,14.4,5.6,6.3,0,0,0,1
0,13.9,6.7,6.7,0,0,0,1
0,11.7,5.6,9.4,0,0,0,1
0,6.1,2.8,18.3,0,0,0,1
0,11.1,2.2,11.6,0,0,0,1
0,15,5.6,8,0,0,0,1
0,8.9,4.4,10.3,0,0,0,1
0,4.4,-2.8,11.6,0,0,0,1
0,1.7,-4.4,10.3,0,0,0,1
0,5,-2.2,13,0,0,0,1
0,9.4,5,11.2,0,0,0,1
0,5,-1.7,17.4,1,0,0,0
0,3.9,-1.7,9.8,1,0,0,0
0,2.8,-7.2,14.3,1,0,0,0
0,0,-6.7,9.8,1,0,0,0
152,-0.6,-3.3,11.6,1,0,0,0
0,1.7,-2.2,8,1,0,0,0
0,2.2,-3.9,11.2,1,0,0,0
0,7.2,-1.1,15.6,1,0,0,0
0,-1.1,-7.2,13.4,1,0,0,0
0,2.2,-3.9,7.6,1,0,0,0
0,3.9,0,16.1,1,0,0,0
0,8.9,2.2,11.2,1,0,0,0
0,6.7,2.2,10.7,1,0,0,0
0,7.2,4.4,16.1,1,0,0,0
0,7.8,5,13.9,1,0,0,0
0,6.7,-2.8,13.9,1,0,0,0
0,0,-5,13.4,1,0,0,0
0,3.9,-5.6,8,1,0,0,0
0,8.3,0.6,8.9,1,0,0,0
0,15.6,5,10.7,1,0,0,0
0,7.8,3.3,14.3,1,0,0,0
0,11.7,3.9,10.7,1,0,0,0
0,7.2,3.3,11.2,1,0,0,0
0,4.4,1.1,12.5,1,0,0,0
127,2.8,-0.6,17,1,0,0,0
0,2.8,-1.7,16.1,1,0,0,0
0,3.3,0,10.7,1,0,0,0
0,2.8,-1.7,9.4,1,0,0,0
0,5.6,1.1,9.8,1,0,0,0
0,5,1.1,7.6,1,0,0,0
0,11.7,3.9,9.8,1,0,0,0
0,10,2.2,14.8,1,0,0,0
